ctrlid,label,content
6028,PRM-01,'Cybersecurity & Data Privacy Portfolio Management - Mechanisms exist to facilitate the implementation of cybersecurity & data privacy-related resource planning controls that define a viable plan for achieving cybersecurity & data privacy objectives.; Domain: Project & Resource Management; Questions: Does the organization facilitate the implementation of cybersecurity & data privacy-related resource planning controls that define a viable plan for achieving cybersecurity & data privacy objectives?'
6029,PRM-01.1,'Strategic Plan & Objectives - Mechanisms exist to establish a strategic cybersecurity & data privacy-specific business plan and set of objectives to achieve that plan.; Domain: Project & Resource Management; Questions: Does the organization establish a strategic cybersecurity & data privacy-specific business plan and set of objectives to achieve that plan?'
6030,PRM-01.2,'Targeted Capability Maturity Levels - Mechanisms exist to define and identify targeted capability maturity levels.; Domain: Project & Resource Management; Questions: Does the organization define and identify targeted capability maturity levels?'
6031,PRM-02,"'Cybersecurity & Data Privacy Resource Management - Mechanisms exist to address all capital planning and investment requests, including the resources needed to implement the cybersecurity & data privacy programs and document all exceptions to this requirement.; Domain: Project & Resource Management; Questions: Does the organization address all capital planning and investment requests, including the resources needed to implement the cybersecurity & data privacy programs and document all exceptions to this requirement?'"
6032,PRM-03,"'Allocation of Resources - Mechanisms exist to identify and allocate resources for management, operational, technical and data privacy requirements within business process planning for projects / initiatives.; Domain: Project & Resource Management; Questions: Does the organization identify and allocate resources for management, operational, technical and data privacy requirements within business process planning for projects / initiatives?'"
6033,PRM-04,"'Cybersecurity & Data Privacy In Project Management - Mechanisms exist to assess cybersecurity & data privacy controls in system project development to determine the extent to which the controls are implemented correctly, operating as intended and producing the desired outcome with respect to meeting the requirements.; Domain: Project & Resource Management; Questions: Does the organization assess cybersecurity & data privacy controls in system project development to determine the extent to which the controls are implemented correctly, operating as intended and producing the desired outcome with respect to meeting the requirements?'"
6034,PRM-05,"'Cybersecurity & Data Privacy Requirements Definition - Mechanisms exist to identify critical system components and functions by performing a criticality analysis for critical systems, system components or services at pre-defined decision points in the Secure Development Life Cycle (SDLC).; Domain: Project & Resource Management; Questions: Does the organization identify critical system components and functions by performing a criticality analysis for critical systems, system components or services at pre-defined decision points in the Secure Development Life Cycle (SDLC)?'"
6035,PRM-06,"'Business Process Definition - Mechanisms exist to define business processes with consideration for cybersecurity & data privacy that determines: 
 (1) The resulting risk to organizational operations, assets, individuals and other organizations; and
 (2) Information protection needs arising from the defined business processes and revises the processes as necessary, until an achievable set of protection needs is obtained.; Domain: Project & Resource Management; Questions: Does the organization define business processes with consideration for cybersecurity & data privacy that determines: 
 (1) The resulting risk to organizational operations, assets, individuals and other organizations; and
 (2) Information protection needs arising from the defined business processes and revises the processes as necessary, until an achievable set of protection needs is obtained?'"
6036,PRM-07,'Secure Development Life Cycle (SDLC) Management - Mechanisms exist to ensure changes to systems within the Secure Development Life Cycle (SDLC) are controlled through formal change control procedures.; Domain: Project & Resource Management; Questions: Does the organization ensure changes to systems within the Secure Development Life Cycle (SDLC) are controlled through formal change control procedures?'
6037,PRM-08,'Manage Organizational Knowledge - Mechanisms exist to manage the organizational knowledge of the cybersecurity & data privacy staff.; Domain: Project & Resource Management; Questions: Does the organization manage the organizational knowledge of the cybersecurity & data privacy staff?'
6038,RSK-01,"'Risk Management Program - Mechanisms exist to facilitate the implementation of strategic, operational and tactical risk management controls.; Domain: Risk Management; Questions: Does the organization facilitate the implementation of strategic, operational and tactical risk management controls?'"
6039,RSK-01.1,"'Risk Framing - Mechanisms exist to identify:
 (1) Assumptions affecting risk assessments, risk response and risk monitoring;
 (2) Constraints affecting risk assessments, risk response and risk monitoring;
 (3) The organizational risk tolerance; and
 (4) Priorities, benefits and trade-offs considered by the organization for managing risk.; Domain: Risk Management; Questions: Does the organization identify:
 (1) Assumptions affecting risk assessments, risk response and risk monitoring;
 (2) Constraints affecting risk assessments, risk response and risk monitoring;
 (3) The organizational risk tolerance; and
 (4) Priorities, benefits and trade-offs considered by the organization for managing risk?'"
6040,RSK-01.2,'Risk Management Resourcing - Mechanisms exist to reduce the magnitude or likelihood of potential impacts by resourcing the capability required to manage technology-related risks.; Domain: Risk Management; Questions: Does the organization reduce the magnitude or likelihood of potential impacts by resourcing the capability required to manage technology-related risks?'
6041,RSK-01.3,"'Risk Tolerance - Mechanisms exist to define organizational risk tolerance, the specified range of acceptable results.; Domain: Risk Management; Questions: Does the organization define organizational risk tolerance, the specified range of acceptable results?'"
6042,RSK-01.4,"'Risk Threshold - Mechanisms exist to define organizational risk threshold, the level of risk exposure above which risks are addressed and below which risks may be accepted.; Domain: Risk Management; Questions: Does the organization define organizational risk threshold, the level of risk exposure above which risks are addressed and below which risks may be accepted?'"
6043,RSK-01.5,"'Risk Appetite - Mechanisms exist to define organizational risk appetite, the degree of uncertainty the organization is willing to accept in anticipation of a reward.; Domain: Risk Management; Questions: Does the organization define organizational risk appetite, the degree of uncertainty the organization is willing to accept in anticipation of a reward?'"
6044,RSK-02,"'Risk-Based Security Categorization - Mechanisms exist to categorize systems and data in accordance with applicable laws, regulations and contractual obligations that:
 (1) Document the security categorization results (including supporting rationale) in the security plan for systems; and
 (2) Ensure the security categorization decision is reviewed and approved by the asset owner.; Domain: Risk Management; Questions: Does the organization categorize systems and data in accordance with applicable laws, regulations and contractual obligations that:
 (1) Document the security categorization results (including supporting rationale) in the security plan for systems; and
 (2) Ensure the security categorization decision is reviewed and approved by the asset owner?'"
6045,RSK-02.1,"'Impact-Level Prioritization - Mechanisms exist to prioritize the impact level for systems, applications and/or services to prevent potential disruptions.; Domain: Risk Management; Questions: Does the organization prioritize the impact level for systems, applications and/or services to prevent potential disruptions?'"
6046,RSK-03,"'Risk Identification - Mechanisms exist to identify and document risks, both internal and external.; Domain: Risk Management; Questions: Does the organization identify and document risks, both internal and external?'"
6047,RSK-03.1,'Risk Catalog - Mechanisms exist to develop and keep current a catalog of applicable risks associated with the organization's business operations and technologies in use.; Domain: Risk Management; Questions: Does the organization develop and keep current a catalog of applicable risks associated with its business operations and technologies in use?'
6048,RSK-04,"'Risk Assessment - Mechanisms exist to conduct recurring assessments of risk that includes the likelihood and magnitude of harm, from unauthorized access, use, disclosure, disruption, modification or destruction of the organization's systems and data.; Domain: Risk Management; Questions: Does the organization conduct recurring assessments of risk that includes the likelihood and magnitude of harm, from unauthorized access, use, disclosure, disruption, modification or destruction of its systems and data?'"
6049,RSK-04.1,'Risk Register - Mechanisms exist to maintain a risk register that facilitates monitoring and reporting of risks.; Domain: Risk Management; Questions: Does the organization maintain a risk register that facilitates monitoring and reporting of risks?'
6050,RSK-05,'Risk Ranking - Mechanisms exist to identify and assign a risk ranking to newly discovered security vulnerabilities that is based on industry-recognized practices.; Domain: Risk Management; Questions: Does the organization identify and assign a risk ranking to newly discovered security vulnerabilities that is based on industry-recognized practices?'
6051,RSK-06,'Risk Remediation - Mechanisms exist to remediate risks to an acceptable level.; Domain: Risk Management; Questions: Does the organization remediate risks to an acceptable level?'
6052,RSK-06.1,"'Risk Response - Mechanisms exist to respond to findings from cybersecurity & data privacy assessments, incidents and audits to ensure proper remediation has been performed.; Domain: Risk Management; Questions: Does the organization respond to findings from cybersecurity & data privacy assessments, incidents and audits to ensure proper remediation has been performed?'"
6053,RSK-06.2,'Compensating Countermeasures - Mechanisms exist to identify and implement compensating countermeasures to reduce risk and exposure to threats.; Domain: Risk Management; Questions: Does the organization identify and implement compensating countermeasures to reduce risk and exposure to threats?'
6054,RSK-07,"'Risk Assessment Update - Mechanisms exist to routinely update risk assessments and react accordingly upon identifying new security vulnerabilities, including using outside sources for security vulnerability information.; Domain: Risk Management; Questions: Does the organization routinely update risk assessments and react accordingly upon identifying new security vulnerabilities, including using outside sources for security vulnerability information?'"
6055,RSK-08,'Business Impact Analysis (BIA) - Mechanisms exist to conduct a Business Impact Analysis (BIA) to identify and assess cybersecurity and data protection risks.; Domain: Risk Management; Questions: Does the organization conduct a Business Impact Analysis (BIA) to identify and assess cybersecurity and data protection risks?'
6056,RSK-09,"'Supply Chain Risk Management (SCRM) Plan - Mechanisms exist to develop a plan for Supply Chain Risk Management (SCRM) associated with the development, acquisition, maintenance and disposal of systems, system components and services, including documenting selected mitigating actions and monitoring performance against those plans.; Domain: Risk Management; Questions: Does the organization develop a plan for Supply Chain Risk Management (SCRM) associated with the development, acquisition, maintenance and disposal of systems, system components and services, including documenting selected mitigating actions and monitoring performance against those plans?'"
6057,RSK-09.1,"'Supply Chain Risk Assessment - Mechanisms exist to periodically assess supply chain risks associated with systems, system components and services.; Domain: Risk Management; Questions: Does the organization periodically assess supply chain risks associated with systems, system components and services?'"
6058,RSK-09.2,"'AI & Autonomous Technologies Supply Chain Impacts - Mechanisms exist to address Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks and benefits arising from the organization's supply chain, including third-party software and data.; Domain: Risk Management; Questions: Does the organization address Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks and benefits arising from its supply chain, including third-party software and data?'"
6059,RSK-10,"'Data Protection Impact Assessment (DPIA) - Mechanisms exist to conduct a Data Protection Impact Assessment (DPIA) on systems, applications and services that store, process and/or transmit Personal Data (PD) to identify and remediate reasonably-expected risks.; Domain: Risk Management; Questions: Does the organization conduct a Data Protection Impact Assessment (DPIA) on systems, applications and services that store, process and/or transmit Personal Data (PD) to identify and remediate reasonably-expected risks?'"
6060,RSK-11,"'Risk Monitoring - Mechanisms exist to ensure risk monitoring as an integral part of the continuous monitoring strategy that includes monitoring the effectiveness of cybersecurity & data privacy controls, compliance and change management.; Domain: Risk Management; Questions: Does the organization ensure risk monitoring as an integral part of the continuous monitoring strategy that includes monitoring the effectiveness of cybersecurity & data privacy controls, compliance and change management?'"
6061,RSK-12,'Risk Culture - Mechanisms exist to ensure teams are committed to a culture that considers and communicates technology-related risk.; Domain: Risk Management; Questions: Does the organization ensure teams are committed to a culture that considers and communicates technology-related risk?'
6062,SAT-01,'Cybersecurity & Data Privacy-Minded Workforce - Mechanisms exist to facilitate the implementation of security workforce development and awareness controls.; Domain: Security Awareness & Training; Questions: Does the organization facilitate the implementation of security workforce development and awareness controls?'
6063,SAT-02,'Cybersecurity & Data Privacy Awareness Training - Mechanisms exist to provide all employees and contractors appropriate awareness education and training that is relevant for their job function.; Domain: Security Awareness & Training; Questions: Does the organization provide all employees and contractors appropriate awareness education and training that is relevant for their job function?'
6064,SAT-02.1,'Simulated Cyber Attack Scenario Training - Mechanisms exist to include simulated actual cyber-attacks through practical exercises that are aligned with current threat scenarios.; Domain: Security Awareness & Training; Questions: Does the organization include simulated actual cyber-attacks through practical exercises that are aligned with current threat scenarios?'
6065,SAT-02.2,'Social Engineering & Mining - Mechanisms exist to include awareness training on recognizing and reporting potential and actual instances of social engineering and social mining.; Domain: Security Awareness & Training; Questions: Does the organization include awareness training on recognizing and reporting potential and actual instances of social engineering and social mining?'
6066,SAT-03,"'Role-Based Cybersecurity & Data Privacy Training - Mechanisms exist to provide role-based cybersecurity & data privacy-related training: 
 (1) Before authorizing access to the system or performing assigned duties; 
 (2) When required by system changes; and 
 (3) Annually thereafter.; Domain: Security Awareness & Training; Questions: Does the organization provide role-based cybersecurity & data privacy-related training: 
 (1) Before authorizing access to the system or performing assigned duties; 
 (2) When required by system changes; and 
 (3) Annually thereafter?'"
6067,SAT-03.1,'Practical Exercises - Mechanisms exist to include practical exercises in cybersecurity & data privacy training that reinforce training objectives.; Domain: Security Awareness & Training; Questions: Does the organization include practical exercises in cybersecurity & data privacy training that reinforce training objectives?'
6068,SAT-03.2,'Suspicious Communications & Anomalous System Behavior - Mechanisms exist to provide training to personnel on organization-defined indicators of malware to recognize suspicious communications and anomalous behavior.; Domain: Security Awareness & Training; Questions: Does the organization provide training to personnel on organization-defined indicators of malware to recognize suspicious communications and anomalous behavior?'
6069,SAT-03.3,"'Sensitive / Regulated Data Storage, Handling & Processing - Mechanisms exist to ensure that every user accessing a system processing, storing or transmitting sensitive / regulated data is formally trained in data handling requirements.; Domain: Security Awareness & Training; Questions: Does the organization ensure that every user accessing a system processing, storing or transmitting sensitive / regulated data is formally trained in data handling requirements?'"
6070,SAT-03.4,'Vendor Cybersecurity & Data Privacy Training - Mechanisms exist to incorporate vendor-specific security training in support of new technology initiatives.; Domain: Security Awareness & Training; Questions: Does the organization incorporate vendor-specific security training in support of new technology initiatives?'
6071,SAT-03.5,'Privileged Users - Mechanisms exist to provide specific training for privileged users to ensure privileged users understand their unique roles and responsibilities; Domain: Security Awareness & Training; Questions: Does the organization provide specific training for privileged users to ensure privileged users understand their unique roles and responsibilities'
6072,SAT-03.6,'Cyber Threat Environment - Mechanisms exist to provide role-based cybersecurity & data privacy awareness training that is current and relevant to the cyber threats that users might encounter in day-to-day business operations.; Domain: Security Awareness & Training; Questions: Does the organization provide role-based cybersecurity & data privacy awareness training that is current and relevant to the cyber threats that users might encounter in day-to-day business operations?'
6073,SAT-03.7,'Continuing Professional Education (CPE) - Cybersecurity & Data Privacy Personnel - Mechanisms exist to ensure cybersecurity & data privacy personnel receive Continuing Professional Education (CPE) training to maintain currency and proficiency with industry-recognized secure practices that are pertinent to their assigned roles and responsibilities.; Domain: Security Awareness & Training; Questions: Does the organization ensure cybersecurity & data privacy personnel receive Continuing Professional Education (CPE) training to maintain currency and proficiency with industry-recognized secure practices that are pertinent to their assigned roles and responsibilities?'
6074,SAT-03.8,'Continuing Professional Education (CPE) - DevOps Personnel - Mechanisms exist to ensure application development and operations (DevOps) personnel receive Continuing Professional Education (CPE) training on Secure Software Development Practices (SSDP) to appropriately address evolving threats.; Domain: Security Awareness & Training; Questions: Does the organization ensure application development and operations (DevOps) personnel receive Continuing Professional Education (CPE) training on Secure Software Development Practices (SSDP) to appropriately address evolving threats?'
6075,SAT-03.9,"'Counterintelligence Training - Mechanisms exist to provide specialized counterintelligence awareness training that enables personnel to collect, interpret and act upon a range of data sources that may signal the presence of a hostile actor.; Domain: Security Awareness & Training; Questions: Does the organization provide specialized counterintelligence awareness training that enables personnel to collect, interpret and act upon a range of data sources that may signal the presence of a hostile actor?'"
6076,SAT-04,"'Cybersecurity & Data Privacy Training Records - Mechanisms exist to document, retain and monitor individual training activities, including basic cybersecurity & data privacy awareness training, ongoing awareness training and specific-system training.; Domain: Security Awareness & Training; Questions: Does the organization document, retain and monitor individual training activities, including basic cybersecurity & data privacy awareness training, ongoing awareness training and specific-system training?'"
6077,SAT-05,'Cybersecurity Knowledge Sharing - Mechanisms exist to improve cybersecurity and data protection knowledge sharing across security personnel allowing for more rapid and effective response to incidents.; Domain: Security Awareness & Training; Questions: Does the organization improve cybersecurity and data protection knowledge sharing across security personnel allowing for more rapid and effective response to incidents?'
6078,SEA-01,"'Secure Engineering Principles - Mechanisms exist to facilitate the implementation of industry-recognized cybersecurity & data privacy practices in the specification, design, development, implementation and modification of systems and services.; Domain: Secure Engineering & Architecture; Questions: Does the organization facilitate the implementation of industry-recognized cybersecurity & data privacy practices in the specification, design, development, implementation and modification of systems and services?'"
6079,SEA-01.1,'Centralized Management of Cybersecurity & Data Privacy Controls - Mechanisms exist to centrally-manage the organization-wide management and implementation of cybersecurity & data privacy controls and related processes.; Domain: Secure Engineering & Architecture; Questions: Does the organization centrally-manage the organization-wide management and implementation of cybersecurity & data privacy controls and related processes?'
6080,SEA-01.2,'Achieving Resilience Requirements - Mechanisms exist to achieve resilience requirements in normal and adverse situations.; Domain: Secure Engineering & Architecture; Questions: Does the organization achieve resilience requirements in normal and adverse situations?'
6081,SEA-02,"'Alignment With Enterprise Architecture - Mechanisms exist to develop an enterprise architecture, aligned with industry-recognized leading practices, with consideration for cybersecurity & data privacy principles that addresses risk to organizational operations, assets, individuals, other organizations.; Domain: Secure Engineering & Architecture; Questions: Does the organization develop an enterprise architecture, aligned with industry-recognized leading practices, with consideration for cybersecurity & data privacy principles that addresses risk to organizational operations, assets, individuals, other organizations?'"
6082,SEA-02.1,'Standardized Terminology - Mechanisms exist to standardize technology and process terminology to reduce confusion amongst groups and departments.; Domain: Secure Engineering & Architecture; Questions: Does the organization standardize technology and process terminology to reduce confusion amongst groups and departments?'
6083,SEA-02.2,'Outsourcing Non-Essential Functions or Services - Mechanisms exist to identify non-essential functions or services that are capable of being outsourced to external service providers and align with the organization's enterprise architecture and security standards.; Domain: Secure Engineering & Architecture; Questions: Does the organization identify non-essential functions or services that are capable of being outsourced to external service providers and align with its enterprise architecture and security standards?'
6084,SEA-02.3,'Technical Debt Reviews - Mechanisms exist to conduct ongoing “technical debt” reviews of hardware and software technologies to remediate outdated and/or unsupported technologies.; Domain: Secure Engineering & Architecture; Questions: Does the organization conduct ongoing “technical debt” reviews of hardware and software technologies to remediate outdated and/or unsupported technologies?'
6085,SEA-03,'Defense-In-Depth (DiD) Architecture - Mechanisms exist to implement security functions as a layered structure minimizing interactions between layers of the design and avoiding any dependence by lower layers on the functionality or correctness of higher layers.; Domain: Secure Engineering & Architecture; Questions: Does the organization implement security functions as a layered structure minimizing interactions between layers of the design and avoiding any dependence by lower layers on the functionality or correctness of higher layers?'
6086,SEA-03.1,'System Partitioning - Mechanisms exist to partition systems so that partitions reside in separate physical domains or environments.; Domain: Secure Engineering & Architecture; Questions: Does the organization partition systems so that partitions reside in separate physical domains or environments?'
6087,SEA-03.2,'Application Partitioning - Mechanisms exist to separate user functionality from system management functionality.; Domain: Secure Engineering & Architecture; Questions: Does the organization separate user functionality from system management functionality?'
6088,SEA-04,'Process Isolation - Mechanisms exist to implement a separate execution domain for each executing process.; Domain: Secure Engineering & Architecture; Questions: Does the organization implement a separate execution domain for each executing process?'
6089,SEA-04.1,'Security Function Isolation - Mechanisms exist to isolate security functions from non-security functions.; Domain: Secure Engineering & Architecture; Questions: Does the organization isolate security functions from non-security functions?'
6090,SEA-04.2,'Hardware Separation - Mechanisms exist to implement underlying hardware separation mechanisms to facilitate process separation.; Domain: Secure Engineering & Architecture; Questions: Does the organization implement underlying hardware separation mechanisms to facilitate process separation?'
6091,SEA-04.3,'Thread Separation - Mechanisms exist to maintain a separate execution domain for each thread in multi-threaded processing.; Domain: Secure Engineering & Architecture; Questions: Does the organization maintain a separate execution domain for each thread in multi-threaded processing?'
6092,SEA-04.4,"'System Privileges Isolation - Mechanisms exist to isolate, or logically separate, any application, service and/or process running with system privileges.; Domain: Secure Engineering & Architecture; Questions: Does the organization isolate, or logically separate, any application, service and/or process running with system privileges?'"
6093,SEA-05,'Information In Shared Resources - Mechanisms exist to prevent unauthorized and unintended information transfer via shared system resources.; Domain: Secure Engineering & Architecture; Questions: Does the organization prevent unauthorized and unintended information transfer via shared system resources?'
6094,SEA-06,'Prevent Program Execution - Automated mechanisms exist to prevent the execution of unauthorized software programs.; Domain: Secure Engineering & Architecture; Questions: Does the organization use automated mechanisms to prevent the execution of unauthorized software programs?'
6095,SEA-07,'Predictable Failure Analysis - Mechanisms exist to determine the Mean Time to Failure (MTTF) for system components in specific environments of operation.; Domain: Secure Engineering & Architecture; Questions: Does the organization determine the Mean Time to Failure (MTTF) for system components in specific environments of operation?'
6096,SEA-07.1,'Technology Lifecycle Management - Mechanisms exist to manage the usable lifecycles of technology assets.; Domain: Secure Engineering & Architecture; Questions: Does the organization manage the usable lifecycles of technology assets?'
6097,SEA-07.2,"'Fail Secure - Mechanisms exist to enable systems to fail to an organization-defined known-state for types of failures, preserving system state information in failure.; Domain: Secure Engineering & Architecture; Questions: Does the organization enable systems to fail to an organization-defined known-state for types of failures, preserving system state information in failure?'"
6098,SEA-07.3,'Fail Safe - Mechanisms exist to implement fail-safe procedures when failure conditions occur.; Domain: Secure Engineering & Architecture; Questions: Does the organization implement fail-safe procedures when failure conditions occur?'
6099,SEA-08,'Non-Persistence - Mechanisms exist to implement non-persistent system components and services that are initiated in a known state and terminated upon the end of the session of use or periodically at an organization-defined frequency.; Domain: Secure Engineering & Architecture; Questions: Does the organization implement non-persistent system components and services that are initiated in a known state and terminated upon the end of the session of use or periodically at an organization-defined frequency?'
6100,SEA-08.1,'Refresh from Trusted Sources - Mechanisms exist to ensure that software and data needed for information system component and service refreshes are obtained from trusted sources.; Domain: Secure Engineering & Architecture; Questions: Does the organization ensure that software and data needed for information system component and service refreshes are obtained from trusted sources?'
6101,SEA-09,'Information Output Filtering - Mechanisms exist to validate information output from software programs and/or applications to ensure that the information is consistent with the expected content.; Domain: Secure Engineering & Architecture; Questions: Does the organization validate information output from software programs and/or applications to ensure that the information is consistent with the expected content?'
6102,SEA-09.1,'Limit Personal Data (PD) Dissemination - Mechanisms exist to limit the dissemination of Personal Data (PD) to organization-defined elements identified in the Data Protection Impact Assessment (DPIA) and consistent with authorized purposes.; Domain: Secure Engineering & Architecture; Questions: Does the organization limit the dissemination of Personal Data (PD) to organization-defined elements identified in the Data Protection Impact Assessment (DPIA) and consistent with authorized purposes?'
6103,SEA-10,'Memory Protection - Mechanisms exist to implement security safeguards to protect system memory from unauthorized code execution.; Domain: Secure Engineering & Architecture; Questions: Does the organization implement security safeguards to protect system memory from unauthorized code execution?'
6104,SEA-11,"'Honeypots - Mechanisms exist to utilize honeypots that are specifically designed to be the target of malicious attacks for the purpose of detecting, deflecting and analyzing such attacks.; Domain: Secure Engineering & Architecture; Questions: Does the organization utilize honeypots that are specifically designed to be the target of malicious attacks for the purpose of detecting, deflecting and analyzing such attacks?'"
6105,SEA-12,'Honeyclients - Mechanisms exist to utilize honeyclients that proactively seek to identify malicious websites and/or web-based malicious code.; Domain: Secure Engineering & Architecture; Questions: Does the organization utilize honeyclients that proactively seek to identify malicious websites and/or web-based malicious code?'
6106,SEA-13,'Heterogeneity - Mechanisms exist to utilize a diverse set of technologies for system components to reduce the impact of technical vulnerabilities from the same Original Equipment Manufacturer (OEM).; Domain: Secure Engineering & Architecture; Questions: Does the organization utilize a diverse set of technologies for system components to reduce the impact of technical vulnerabilities from the same Original Equipment Manufacturer (OEM)?'
6107,SEA-13.1,'Virtualization Techniques - Mechanisms exist to utilize virtualization techniques to support the employment of a diversity of operating systems and applications.; Domain: Secure Engineering & Architecture; Questions: Does the organization utilize virtualization techniques to support the employment of a diversity of operating systems and applications?'
6108,SEA-14,'Concealment & Misdirection - Mechanisms exist to utilize concealment and misdirection techniques for systems to confuse and mislead adversaries.; Domain: Secure Engineering & Architecture; Questions: Does the organization utilize concealment and misdirection techniques for systems to confuse and mislead adversaries?'
6109,SEA-14.1,'Randomness - Automated mechanisms exist to introduce randomness into organizational operations and assets.; Domain: Secure Engineering & Architecture; Questions: Does the organization use automated mechanisms to introduce randomness into organizational operations and assets?'
6110,SEA-14.2,'Change Processing & Storage Locations - Automated mechanisms exist to change the location of processing and/or storage at random time intervals.; Domain: Secure Engineering & Architecture; Questions: Does the organization use automated mechanisms to change the location of processing and/or storage at random time intervals?'
6111,SEA-15,'Distributed Processing & Storage - Mechanisms exist to distribute processing and storage across multiple physical locations.; Domain: Secure Engineering & Architecture; Questions: Does the organization distribute processing and storage across multiple physical locations?'
6112,SEA-16,"'Non-Modifiable Executable Programs - Mechanisms exist to utilize non-modifiable executable programs that load and execute the operating environment and applications from hardware-enforced, read-only media.; Domain: Secure Engineering & Architecture; Questions: Does the organization utilize non-modifiable executable programs that load and execute the operating environment and applications from hardware-enforced, read-only media?'"
6113,SEA-17,'Secure Log-On Procedures - Mechanisms exist to utilize a trusted communications path between the user and the security functions of the system.; Domain: Secure Engineering & Architecture; Questions: Does the organization utilize a trusted communications path between the user and the security functions of the system?'
6114,SEA-18,'System Use Notification (Logon Banner) - Mechanisms exist to utilize system use notification / logon banners that display an approved system use notification message or banner before granting access to the system that provides cybersecurity & data privacy notices.; Domain: Secure Engineering & Architecture; Questions: Does the organization utilize system use notification / logon banners that display an approved system use notification message or banner before granting access to the system that provides cybersecurity & data privacy notices?'
6115,SEA-18.1,'Standardized Microsoft Windows Banner - Mechanisms exist to configure Microsoft Windows-based systems to display an approved logon banner before granting access to the system that provides cybersecurity & data privacy notices.; Domain: Secure Engineering & Architecture; Questions: Does the organization configure Microsoft Windows-based systems to display an approved logon banner before granting access to the system that provides cybersecurity & data privacy notices?'
6116,SEA-18.2,"'Truncated Banner - Mechanisms exist to utilize a truncated system use notification / logon banner on systems not capable of displaying a logon banner from a centralized source, such as Active Directory.; Domain: Secure Engineering & Architecture; Questions: Does the organization utilize a truncated system use notification / logon banner on systems not capable of displaying a logon banner from a centralized source, such as Active Directory?'"
6117,SEA-19,"'Previous Logon Notification - Mechanisms exist to configure systems that process, store or transmit sensitive/regulated data to notify the user, upon successful logon, of the number of unsuccessful logon attempts since the last successful logon.; Domain: Secure Engineering & Architecture; Questions: Does the organization configure systems that process, store or transmit sensitive/regulated data to notify the user, upon successful logon, of the number of unsuccessful logon attempts since the last successful logon?'"
6118,SEA-20,'Clock Synchronization - Mechanisms exist to utilize time-synchronization technology to synchronize all critical system clocks.; Domain: Secure Engineering & Architecture; Questions: Does the organization utilize time-synchronization technology to synchronize all critical system clocks?'
6119,SEA-21,"'Application Container - Mechanisms exist to utilize an application container (virtualization approach) to isolate to a known set of dependencies, access methods and interfaces.; Domain: Secure Engineering & Architecture; Questions: Does the organization utilize an application container (virtualization approach) to isolate to a known set of dependencies, access methods and interfaces?'"
6120,TDA-01,"'Technology Development & Acquisition - Mechanisms exist to facilitate the implementation of tailored development and acquisition strategies, contract tools and procurement methods to meet unique business needs.; Domain: Technology Development & Acquisition; Questions: Does the organization facilitate the implementation of tailored development and acquisition strategies, contract tools and procurement methods to meet unique business needs?'"
6121,TDA-01.1,"'Product Management - Mechanisms exist to design and implement product management processes to update products, including systems, software and services, to improve functionality and correct security deficiencies.; Domain: Technology Development & Acquisition; Questions: Does the organization design and implement product management processes to update products, including systems, software and services, to improve functionality and correct security deficiencies?'"
6122,TDA-01.2,'Integrity Mechanisms for Software / Firmware Updates - Mechanisms exist to utilize integrity validation mechanisms for security updates.; Domain: Technology Development & Acquisition; Questions: Does the organization utilize integrity validation mechanisms for security updates?'
6123,TDA-01.3,'Malware Testing Prior to Release - Mechanisms exist to utilize at least one (1) malware detection tool to identify if any known malware exists in the final binaries of the product or security update.; Domain: Technology Development & Acquisition; Questions: Does the organization utilize at least one (1) malware detection tool to identify if any known malware exists in the final binaries of the product or security update?'
6124,TDA-01.4,"'DevSecOps - Mechanisms exist to integrate cybersecurity and data privacy into Development, Security and Operations (DevSecOps) to prioritize secure practices throughout the Software Development Lifecycle (SDLC).; Domain: Technology Development & Acquisition; Questions: Does the organization integrate cybersecurity and data privacy into emerging Development and Operations (DevOps) to prioritize secure practices throughout the Software Development Lifecycle (SDLC)?'"
6125,TDA-02,'Minimum Viable Product (MVP) Security Requirements - Mechanisms exist to ensure risk-based technical and functional specifications are established to define a Minimum Viable Product (MVP).; Domain: Technology Development & Acquisition; Questions: Does the organization ensure risk-based technical and functional specifications are established to define a Minimum Viable Product (MVP)?'
6126,TDA-02.1,"'Ports, Protocols & Services In Use - Mechanisms exist to require the developers of systems, system components or services to identify early in the Secure Development Life Cycle (SDLC), the functions, ports, protocols and services intended for use.; Domain: Technology Development & Acquisition; Questions: Does the organization require the developers of systems, system components or services to identify early in the Secure Development Life Cycle (SDLC), the functions, ports, protocols and services intended for use?'"
6127,TDA-02.2,'Information Assurance Enabled Products - Mechanisms exist to limit the use of commercially-provided Information Assurance (IA) and IA-enabled IT products to those products that have been successfully evaluated against a National Information Assurance partnership (NIAP)-approved Protection Profile or the cryptographic module is FIPS-validated or NSA-approved.; Domain: Technology Development & Acquisition; Questions: Does the organization limit the use of commercially-provided Information Assurance (IA) and IA-enabled IT products to those products that have been successfully evaluated against a National Information Assurance partnership (NIAP)-approved Protection Profile or the cryptographic module is FIPS-validated or NSA-approved?'
